International Designator,Launch Vehicle,Payload,Country,Launch date
2002-006,ATLAS 3B CENTAUR R/B,ECHOSTAR 7,US,2002-02-21
2002-007,ARIANE 44L R/B,INTELSAT 904 (IS-904),ITSO,2002-02-23
2002-008,SL-4 R/B|COSMOS 2387 DEB,COSMOS 2387,CIS,2002-02-25
2002-009,ARIANE 5 R/B,ENVISAT,ESA,2002-03-01
2002-010,N/A,STS 109,US,2002-03-01
2002-011,ATLAS 2A CENTAUR R/B,TDRS 9,US,2002-03-08
2002-012,BREEZE-KM R/B,GRACE-1|GRACE-2,US,2002-03-17
2002-013,SL-4 R/B,PROGRESS-M1 8,CIS,2002-03-21
2002-014,CZ-2F R/B,SHENZHOU (SZ-3)|SZ-3 MODULE,PRC,2002-03-25
2002-015,ARIANE 44L DEB [SPELDA]|ARIANE 44L R/B,JCSAT-2A|ASTRA 3A,JPN,2002-03-29
2002-016,SL-12 R/B(2),INTELSAT 903 (IS-903),ITSO,2002-03-30
2002-017,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),COSMOS 2388,CIS,2002-04-01
2002-018,N/A,STS 110,US,2002-04-08
2002-019,ARIANE 44L R/B,NSS-7,SES,2002-04-16
2002-020,SL-4 R/B,SOYUZ-TM 34,CIS,2002-04-25
2002-021,N/A,SPOT 5|IDEFIX & ARIANE 42P R/B,FR,2002-05-04
2002-022,DELTA 2 R/B,AQUA,US,2002-05-04
2002-023,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(2),DIRECTV 5 (TEMPO 1),US,2002-05-07
2002-024,CZ-4B R/B|CZ-4B DEB,HAIYANG-1A|FENGYUN 1D,PRC,2002-05-15
2002-025,SHAVIT R/B,OFEQ 5,ISRA,2002-05-28
2002-026,SL-8 R/B,COSMOS 2389,CIS,2002-05-28
2002-027,ARIANE 44L R/B,INTELSAT 905 (IS-905),ITSO,2002-06-05
2002-028,N/A,STS 111,US,2002-06-05
2002-029,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR),EXPRESS-A4,CIS,2002-06-10
2002-030,BLOCK DM-SL R/B,GALAXY 3C (G-3C),US,2002-06-15
2002-031,BREEZE-KM R/B,IRIDIUM 97|IRIDIUM 98,US,2002-06-20
2002-032,NOAA 17 DEB,NOAA 17,US,2002-06-24
2002-033,SL-4 R/B,PROGRESS-M 46,CIS,2002-06-26
2002-034,DELTA 2 R/B(1)|DELTA 2 R/B(2),CONTOUR,US,2002-07-03
2002-035,ARIANE 5 R/B|ARIANE 5 DEB [SYLDA],EUTELSAT 5 WEST A|N-STAR C,EUTE,2002-07-05
2002-036,SL-8 R/B|COSMOS 2390 DEB|COSMOS 2391 DEB,COSMOS 2390|COSMOS 2391,CIS,2002-07-08
2002-037,SL-12 DEB|SL-12 R/B(1)|SL-12 DEB|SL-12 PLAT|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR)|SL-12 DEB|COSMOS 2392 DEB|SL-12 DEB,COSMOS 2392,CIS,2002-07-25
2002-038,ATLAS 5 CENTAUR R/B,EUTELSAT 8 WEST C,EUTE,2002-08-21
2002-039,SL-12 R/B(2),ECHOSTAR 8,US,2002-08-22
2002-040,ARIANE 5 R/B|ARIANE 5 DEB [SYLDA]|MSG 1 DEB [COOLER COVER|MSG 1 DEB [BAFFLE COVER,EUTELSAT 12 WEST A|METEOSAT-8 (MSG-1),EUTE,2002-08-28
2002-041,ARIANE 44L R/B,INTELSAT 906 (IS-906),ITSO,2002-09-06
2002-042,H-2A R/B(1)|H-2A R/B(2)|H-2A DEB,USERS SEM|KODAMA (DRTS)|USERS REM,JPN,2002-09-10
2002-043,PSLV R/B,KALPANA-1 (METSAT 1),IND,2002-09-12
2002-044,ATLAS 2AS CENTAUR R/B,HISPASAT 1D,SPN,2002-09-18
2002-045,SL-4 R/B,PROGRESS-M1 9,CIS,2002-09-25
2002-046,SL-8 R/B,NADEZHDA 7,CIS,2002-09-26
2002-047,N/A,STS 112,US,2002-10-07
2002-048,SL-12 R/B(1)|SL-12 R/B(2)|SL-12 DEB,INTEGRAL,ESA,2002-10-17
2002-049,CZ-4B R/B|CZ-4B DEB,JB-3 2 (ZY 2B),PRC,2002-10-27
2002-050,SL-4 R/B,SOYUZ-TM 35,CIS,2002-10-30
2002-051,DELTA 4 R/B|DELTA 4 DEB,EUTELSAT 33B,EUTE,2002-11-20
2002-052,N/A,STS 113|MEPSI,US,2002-11-24
2002-053,BLOCK DM R/B,ASTRA 1K,SES,2002-11-25
2002-054,SL-8 DEB,ALSAT 1|MOZHAYETS|RUBIN-3 & SL-8 R/B,ALG,2002-11-28
2002-055,ATLAS 2A CENTAUR R/B,TDRS 10,US,2002-12-05
2002-056,H-2A R/B,MIDORI II (ADEOS-II)|FEDSAT|WEOS|MICRO LABSAT|RITE TARGET 1|RITE TARGET 2,JPN,2002-12-14
2002-057,ARIANE 44L R/B,NSS-6,SES,2002-12-17
2002-058,SL-24 R/B|PLEM COVER,RUBIN-2 & SAFIR-M|LATINSAT B|SAUDISAT 1C (SO-50)|UNISAT-2|TRAILBLAZER 2|LATINSAT A,GER,2002-12-20
2002-059,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),COSMOS 2393,CIS,2002-12-24
2002-060,SL-12 R/B(2)|SL-12 R/B(AUX MOTOR),COSMOS 2394 [GLONASS]|COSMOS 2396 [GLONASS]|COSMOS 2395 [GLONASS],CIS,2002-12-25
2002-061,CZ-2F R/B,SHENZHOU 4 (SZ-4)|SZ-4 MODULE,PRC,2002-12-29
2002-062,BREEZE-M R/B|BREEZE-M DEB [TANK],NIMIQ 2,CA,2002-12-29
2003-001,TITAN 2 R/B,CORIOLIS,US,2003-01-06
2003-002,DELTA 2 DEB [DPAF]|DELTA 2 R/B,ICESAT|CHIPSAT,US,2003-01-13
2003-003,STS 107 DEB,STS 107,US,2003-01-16
2003-004,PEGASUS R/B,SORCE,US,2003-01-25
2003-005,DELTA 2 R/B(1)|DELTA 2 R/B(2) [PAM-D]|DELTA 2 DEB,NAVSTAR 51 (USA 166)|XSS-10,US,2003-01-29
2003-006,SL-4 R/B,PROGRESS-M 47,CIS,2003-02-02
2003-007,ARIANE 44L R/B,INTELSAT 907 (IS-907),ITSO,2003-02-15
2003-008,DELTA 4 R/B|IABS R/B|DELTA 4 DEB,USA 167,US,2003-03-11
2003-009,H-2A R/B|H-2A DEB,IGS 1A|IGS 1B,JPN,2003-03-28
2003-010,DELTA 2 R/B(1)|DELTA 2 R/B(2) [PAM-D]|DELTA 2 DEB,NAVSTAR 52 (USA 168),US,2003-03-31
2003-011,SL-6 PLAT|SL-6 R/B(1)|SL-6 R/B(2)|SL-6 DEB,MOLNIYA 1-92,CIS,2003-04-02
2003-012,TITAN 4 CENTAUR R/B,USA 169 (MILSTAR-2 4),US,2003-04-08
2003-013,ARIANE 5 R/B|ARIANE 5 DEB [SYLDA],INSAT-3A|GALAXY 12 (G-12),IND,2003-04-09
2003-014,ATLAS 3B CENTAUR R/B,ASIASAT 4,AC,2003-04-12
2003-015,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(AUX MOTOR)|SL-12 R/B(2),COSMOS 2397,CIS,2003-04-24
2003-016,SL-4 R/B,SOYUZ-TMA 2,CIS,2003-04-26
2003-017,PEGASUS R/B,GALEX,US,2003-04-28
2003-018,GSLV R/B,GSAT-2,IND,2003-05-08
2003-019,M-V-5 R/B,HAYABUSA (MUSES-C),JPN,2003-05-09
2003-020,ATLAS 5 CENTAUR R/B,HELLAS-SAT 2,GREC,2003-05-13
2003-021,CZ-3A R/B,BEIDOU 1C,PRC,2003-05-24
2003-022,FREGAT R/B,MARS EXPRESS,ESA,2003-06-02
2003-023,SL-8 R/B|COSMOS 2398 DEB,COSMOS 2398,CIS,2003-06-04
2003-024,BREEZE-M DEB [TANK]|BREEZE-M R/B,AMC-9 (GE-12),SES,2003-06-06
2003-025,SL-4 R/B,PROGRESS-M1 10,CIS,2003-06-08
2003-026,BLOCK DM-SL R/B,THURAYA-2,UAE,2003-06-10
2003-027,DELTA 2 R/B(2)|DELTA 2 R/B(1),MARS EXPLORER ROVER A,US,2003-06-10
2003-028,ARIANE 5 R/B|ARIANE 5 DEB [SYLDA],BSAT-2C|OPTUS C1,JPN,2003-06-11
2003-029,SL-6 R/B(1)|SL-6 PLAT|SL-6 R/B(2),MOLNIYA 3-53,CIS,2003-06-19
2003-030,PEGASUS R/B,ORBVIEW 3,US,2003-06-26
2003-031,N/A,MONITOR-E & SL-19 R/B|MIMOSA|DTUSAT|MOST|CUTE-1 (CO-55)|QUAKESAT|AAU CUBESAT|CANX-1|CUBESAT XI-IV (CO-57),CIS,2003-06-30
2003-032,DELTA 2 R/B(2)|DELTA 2 R/B(1),MARS EXPLORER ROVER B,US,2003-07-08
2003-033,ATLAS 5 CENTAUR R/B,ECHOSTAR 12 (RAINBOW 1),US,2003-07-17
2003-034,BLOCK DM-SL R/B,GALAXY 23 (G-23),US,2003-08-08
2003-035,COSMOS 2399 DEB|SL-4 R/B|COSMOS 2399 DEB,COSMOS 2399,CIS,2003-08-12
2003-036,PEGASUS R/B,SCISAT 1,CA,2003-08-13
2003-037,SL-8 R/B|COSMOS 2401 DEB|COSMOS 2400 DEB|COSMOS 2401 DEB,COSMOS 2400|COSMOS 2401,CIS,2003-08-19
2003-038,DELTA 2 R/B,SPITZER (SIRTF),US,2003-08-25
2003-039,SL-4 R/B,PROGRESS-M 48,CIS,2003-08-29
2003-040,DELTA 4 R/B|IABS R/B,USA 170,US,2003-08-29
2003-041,TITAN 4B CENTAUR R/B,USA 171,US,2003-09-09
2003-042,N/A,MOZHAYETS 4 (RS-22)|RUBIN-4 & SL-8 R/B|NIGERIASAT-1|UK-DMC|BILSAT 1|LARETS|STSAT-1,CIS,2003-09-27
2003-043,ARIANE 5 R/B|ARIANE 5 DEB [SPELTRA]|ARIANE 5 DEB [SYLDA],EUTELSAT 33A|SMART-1|INSAT-3E,EUTE,2003-09-27
2003-044,BLOCK DM-SL R/B,GALAXY 13 (HORIZONS-1),US,2003-10-01
2003-045,CZ-2F R/B|CZ-2F DEB,SHENZHOU 5 (SZ-5)|SZ-5 MODULE,PRC,2003-10-15
2003-046,PSLV R/B,IRS-P6 (RESOURCESAT-1),IND,2003-10-17
2003-047,SL-4 R/B,SOYUZ-TMA 3,CIS,2003-10-18
2003-048,DMSP 5D-3 F16 DEB,DMSP 5D-3 F16 (USA 172),US,2003-10-18
2003-049,CZ-4B R/B|CZ-4B DEB|CZ-4 DEB,CBERS 2 (ZY 1B)|CHUANGXIN 1 (CX-1),CHBZ,2003-10-21
2003-050,SL-19 R/B,SERVIS 1,JPN,2003-10-30
2003-051,CZ-2D R/B|CZ-2D DEB|FSW-3 1 DEB,FSW-3 1,PRC,2003-11-03
2003-052,CZ-3A R/B,ZHONGXING-20,PRC,2003-11-14
2003-053,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR),YAMAL 202|YAMAL 201,CIS,2003-11-24
2003-054,ATLAS 2AS CENTAUR R/B|USA 173 DEB,USA 173,US,2003-12-02
2003-055,STRELA R/B,GRUZOMAKET,CIS,2003-12-05
2003-056,BREEZE-M R/B|BREEZE-M DEB [TANK],COSMOS 2404 [GLONASS-M]|COSMOS 2402 [GLONASS]|COSMOS 2403 [GLONASS],CIS,2003-12-10
2003-057,ATLAS 3B CENTAUR R/B,UFO 11 (USA 174),US,2003-12-18
2003-058,DELTA 2 R/B(1)|DELTA 2 R/B(2) [PAM-D]|DELTA 2 DEB,NAVSTAR 53 (USA 175),US,2003-12-21
2003-059,FREGAT R/B,AMOS-2,ISRA,2003-12-27
2003-060,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR),EXPRESS-AM22 (SESAT 2),CIS,2003-12-28
2003-061,CZ-2C R/B,DOUBLESTAR TC-1,PRC,2003-12-29
2004-001,BLOCK DM-SL R/B,ESTRELA DO SUL,USBZ,2004-01-11
2004-002,SL-4 R/B,PROGRESS-M1 11,CIS,2004-01-29
2004-003,ATLAS 2AS CENTAUR R/B,AMC-10 (GE-10),SES,2004-02-05
2004-004,TITAN 4B R/B|IUS R/B(1)|IUS R/B(2),USA 176 (DSP 22),US,2004-02-14
2004-005,SL-6 R/B(2)|SL-6 R/B(1)|SL-6 PLAT|SL-6 DEB,MOLNIYA 1-93,CIS,2004-02-18
2004-006,ARIANE 5 R/B,ROSETTA,ESA,2004-03-02
2004-007,ATLAS 3A CENTAUR R/B,ABS-4 (MOBISAT-1),ABS,2004-03-13
2004-008,BREEZE-M DEB [TANK]|BREEZE-M R/B,EUTELSAT 7A,EUTE,2004-03-15
2004-009,DELTA 2 R/B(1)|DELTA 2 R/B(2) [PAM-D]|DELTA 2 DEB,NAVSTAR 54 (USA 177),US,2004-03-20
2004-010,SL-12 PLAT|SL-12 R/B(1)|SL-12 R/B(AUX MOTOR)|SL-12 R/B(2),RADUGA-1 7,CIS,2004-03-27
2004-011,ATLAS 2AS CENTAUR R/B,SUPERBIRD-A2,JPN,2004-04-16
2004-012,CZ-2C R/B|CZ-2C DEB,TANSUO 1 (TS 1)|NAXING 1,PRC,2004-04-18
2004-013,SL-4 R/B,SOYUZ-TMA 4,CIS,2004-04-19
2004-014,DELTA 2 R/B,GP-B,US,2004-04-20
2004-015,SL-12 PLAT|SL-12 R/B(1)|SL-12 R/B(2)|SL-12 R/B(AUX MOTOR),EXPRESS-AM11,CIS,2004-04-26
2004-016,BLOCK DM-SL R/B,DIRECTV 7S,US,2004-05-04
2004-017,ATLAS 2AS CENTAUR R/B,AMC-11 (GE-11),SES,2004-05-19
2004-018,TAURUS R/B,FORMOSAT-2 (ROCSAT 2),ROC,2004-05-20
2004-019,SL-4 R/B,PROGRESS-M 49,CIS,2004-05-25
2004-020,SL-11 R/B,COSMOS 2405,CIS,2004-05-28
2004-021,SL-16 R/B|SL-16 DEB,COSMOS 2406,CIS,2004-06-10
2004-022,BREEZE-M DEB [TANK]|BREEZE-M R/B,INTELSAT 10-02,ITSO,2004-06-16
2004-023,DELTA 2 R/B(1)|DELTA 2 R/B(2) [PAM-D]|DELTA 2 DEB,NAVSTAR 55 (USA 178),US,2004-06-23
2004-024,BLOCK DM-SL R/B,APSTAR 5 (TELSTAR 18),PRC,2004-06-29
2004-025,SL-24 R/B|SL-24 DEB,APRIZESAT 2|DEMETER|SAUDICOMSAT 1|SAUDICOMSAT 2|SAUDISAT 2|APRIZESAT 1|UNISAT-3|ECHO (AO-51),US,2004-06-29
2004-026,DELTA 2 R/B,AURA,US,2004-07-15
2004-027,ARIANE 5 R/B,ANIK F2,CA,2004-07-18
2004-028,SL-8 R/B,COSMOS 2407,CIS,2004-07-22
2004-029,CZ-2C R/B|CZ-2C DEB,DOUBLESTAR TC-2,PRC,2004-07-25
2004-030,DELTA 2 R/B(1)|DELTA 2 R/B(2),MESSENGER,US,2004-08-03
2004-031,BREEZE-M R/B|BREEZE-M DEB [TANK],AMAZONAS 1,SPN,2004-08-04
2004-032,SL-4 R/B,PROGRESS-M 50,CIS,2004-08-11
2004-033,CZ-2C R/B|CZ-2C DEB|FSW-3 2 DEB,FSW-3 2,PRC,2004-08-29
2004-034,ATLAS CENTAUR R/B,USA 179,US,2004-08-31
2004-035,CZ-4B R/B|CZ-4B DEB,SJ-6A|SJ-6B,PRC,2004-09-08
2004-036,GSLV R/B,GSAT-3 (EDUSAT),IND,2004-09-20
2004-037,SL-8 R/B,COSMOS 2408|COSMOS 2409,CIS,2004-09-23
2004-038,SL-4 R/B|COSMOS 2410 DEB,COSMOS 2410,CIS,2004-09-24
2004-039,CZ-2D R/B|CZ-2D DEB|FSW-3 3 DEB,FSW-3 3,PRC,2004-09-27
2004-040,SL-4 R/B,SOYUZ-TMA 5,CIS,2004-10-14
2004-041,BREEZE-M R/B|BREEZE-M DEB [TANK],AMC-15,SES,2004-10-14
2004-042,CZ-3A R/B|FENGYUN 2C AKM|FENGYUN 2C DEB,FENGYUN 2C,PRC,2004-10-19
2004-043,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(2)|SL-12 DEB|SL-12 R/B(AUX MOTOR),EXPRESS-AM1,CIS,2004-10-29
2004-044,CZ-4B R/B|CZ-4B DEB,JB-3 3 (ZY 2C),PRC,2004-11-06
2004-045,DELTA 2 R/B(1)|DELTA 2 R/B(2) [PAM-D]|DELTA 2 DEB,NAVSTAR 56 (USA 180),US,2004-11-06
2004-046,CZ-2C R/B|CZ-2C DEB|TANSUO 2 DEB,TANSUO 2 (TS 2),PRC,2004-11-18
2004-047,DELTA 2 R/B,SWIFT,US,2004-11-20
2004-048,ATLAS 5 CENTAUR R/B,AMC-16,SES,2004-12-17
2004-049,ARIANE 5 R/B,HELIOS 2A|NANOSAT-1|ESSAIM-1|ESSAIM-2|ESSAIM-3|ESSAIM-4|PARASOL,FR,2004-12-18
2004-050,DELTA 4 R/B,DELTA 4 DEMO SPACECRAFT,US,2004-12-21
2004-051,SL-4 R/B,PROGRESS-M 51,CIS,2004-12-23
2004-052,SL-14 R/B,SICH-1M|MK-1TS,CIS,2004-12-24
2004-053,SL-12 R/B(1)|SL-12 R/B(2)|SL-12 PLAT|SL-12 R/B(AUX MOTOR),COSMOS 2411 [GLONASS]|COSMOS 2413 [GLONASS-M]|COSMOS 2412 [GLONASS],CIS,2004-12-26
2005-001,DELTA 2 R/B(2)|DELTA 2 R/B(1),EPOXI (DEEP IMPACT),US,2005-01-12
2005-002,SL-8 R/B,COSMOS 2414|TATIANA,CIS,2005-01-20
2005-003,BREEZE-M R/B|BREEZE-M DEB [TANK],NSS-10 (AMC-12),SES,2005-02-03
2005-004,ATLAS 3B CENTAUR R/B|USA 181 DEB,USA 181,US,2005-02-03
2005-005,ARIANE 5 DEB [SYLDA],XTAR-EUR|SLOSHSAT|MAQSAT & ARIANE 5 R/B,US,2005-02-12
2005-006,H-2 R/B,HIMAWARI-6 (MTSAT-1R),JPN,2005-02-26
2005-007,SL-4 R/B,PROGRESS-M 52|TNS-0,CIS,2005-02-28
2005-008,BLOCK DM-SL R/B,XM-3 (RHYTHM),US,2005-03-01
2005-009,ATLAS 5 CENTAUR R/B,INMARSAT 4-F1,IM,2005-03-11
2005-010,SL-12 R/B(1)|SL-12 PLAT|SL-12 R/B(AUX MOTOR)|SL-12 R/B(2),EXPRESS-AM2,CIS,2005-03-29
2005-011,MINOTAUR R/B|MINOTAUR DEB,XSS-11 (USA 165),US,2005-04-11
2005-012,CZ-3B R/B,APSTAR 6,PRC,2005-04-12
2005-013,SL-4 R/B,SOYUZ-TMA 6,CIS,2005-04-15
2005-014,PEGASUS R/B,DART,US,2005-04-15
2005-015,BLOCK DM-SL R/B,SPACEWAY 1,US,2005-04-26
2005-016,TITAN 4B R/B,USA 182,US,2005-04-30
2005-017,PSLV R/B|PSLV DEB,IRS-P5 (CARTOSAT-1)|HAMSAT (VO-52),IND,2005-05-05
2005-018,DELTA 2 R/B,NOAA 18,US,2005-05-20
2005-019,BREEZE-M R/B|BREEZE-M DEB [TANK],DIRECTV 8,US,2005-05-22
2005-020,SL-4 R/B|SL-4 DEB|FOTON-M 2 DEB,FOTON-M 2,ESA,2005-05-31
2005-021,SL-4 R/B,PROGRESS-M 53,CIS,2005-06-16
2005-022,BLOCK DM-SL R/B,GALAXY 28 (G-28),ITSO,2005-06-23
2005-023,SL-12 R/B(1)|SL-12 PLAT|SL-12 DEB|SL-12 R/B(AUX MOTOR)|SL-12 R/B(2)|SL-12 DEB,EXPRESS-AM3,CIS,2005-06-24
2005-024,CZ-2D R/B|CZ-2D DEB,SJ-7,PRC,2005-07-05
2005-025,M-5 R/B,SUZAKU (ASTRO-EII),JPN,2005-07-10
2005-026,N/A,STS 114,US,2005-07-26
2005-027,CZ-2C R/B|CZ-2C DEB,FSW-3 4,PRC,2005-08-02
2005-028,ARIANE 5 R/B,THAICOM 4,THAI,2005-08-11
2005-029,ATLAS 5 CENTAUR R/B,MRO,US,2005-08-12
2005-030,FREGAT R/B,GALAXY 14 (G-14),US,2005-08-13
2005-031,SL-24 R/B|SL-24 DEB|OICETS DEB|INDEX DEB|OICETS DEB|INDEX DEB|OICETS DEB,KIRARI (OICETS)|REIMEI (INDEX),JPN,2005-08-23
2005-032,SL-19 R/B,MONITOR-E 1,CIS,2005-08-26
2005-033,CZ-2D DEB|CZ-2D R/B,FSW-3 5,PRC,2005-08-29
2005-034,SL-4 R/B,COSMOS 2415,CIS,2005-09-02
2005-035,SL-4 R/B|SUITSAT DEB,PROGRESS-M 54|SUITSAT (AO-54),CIS,2005-09-08
2005-036,BREEZE-M R/B|BREEZE-M DEB [TANK],ANIK F1R,CA,2005-09-08
2005-037,MINOTAUR R/B|MINOTAUR DEB,STP-R1 (USA 185),US,2005-09-23
2005-038,DELTA 2 R/B(1)|DELTA 2 R/B(2) [PAM-D]|DELTA 2 DEB,NAVSTAR 57 (USA 183),US,2005-09-26
2005-039,SL-4 R/B,SOYUZ-TMA 7,CIS,2005-10-01
2005-040,CZ-2F R/B|CZ-2F DEB,SHENZHOU 6 (SZ-6)|SZ-6 MODULE,PRC,2005-10-12
2005-041,ARIANE 5 R/B|ARIANE 5 DEB [SYLDA],GALAXY 15 (G-15)|SYRACUSE 3A,ITSO,2005-10-13
2005-042,TITAN 4B R/B,USA 186,US,2005-10-19
2005-043,N/A,BEIJING 1|TOPSAT|UWE-1|SINAH 1|SSETI EXPRESS (XO-53)|CUBESAT XI-V (CO-58)|MOZHAYETS 5 & RUBIN-5|NCUBE-2,PRC,2005-10-27
2005-044,BLOCK DM-SL R/B,INMARSAT 4-F2,IM,2005-11-08
2005-045,N/A,VENUS EXPRESS,ESA,2005-11-09
2005-046,ARIANE 5 R/B|ARIANE 5 DEB [SYLDA],TELKOM 2|SPACEWAY 2,INDO,2005-11-16
2005-047,SL-4 R/B,PROGRESS-M 55,CIS,2005-12-21
2005-048,SL-8 R/B,COSMOS 2416|GONETS-D1M 1,CIS,2005-12-21
2005-049,ARIANE 5 R/B|ARIANE 5 DEB [SYLDA]|MSG-2 DEB [COOLER COVER|MSG-2 DEB [BAFFLE COVER,INSAT-4A|METEOSAT-9 (MSG-2),IND,2005-12-21
2005-050,SL-12 R/B(2)|SL-12 R/B(AUX MOTOR)|SL-12 R/B(1),COSMOS 2419 [GLONASS-M]|COSMOS 2418 [GLONASS-M]|COSMOS 2417 [GLONASS],CIS,2005-12-25
2005-051,FREGAT R/B,GIOVE-A,ESA,2005-12-28
2005-052,BREEZE-M R/B|BREEZE-M DEB [TANK],EUTELSAT 172A (GE-23),EUTE,2005-12-29
2006-001,ATLAS 5 CENTAUR R/B|ATLAS 5 STAR 48-B R/B,NEW HORIZONS,US,2006-01-19
2006-002,ALOS DEB|H-2A R/B|H-2A DEB|ALOS DEB,ALOS (DAICHI),JPN,2006-01-24
2006-003,BLOCK DM-SL R/B,ECHOSTAR 10,US,2006-02-15
2006-004,H-2A R/B,HIMAWARI-7 (MTSAT-2),JPN,2006-02-18
2006-005,M-5 DEB|M-5 R/B|ASTRO-F DEB [LENS COVER,AKARI (ASTRO-F)|CUTE-1.7+APD (CO-56),JPN,2006-02-21
2006-006,BREEZE-M DEB|BREEZE-M R/B|BREEZE-M DEB,ARABSAT-4A,AB,2006-02-28
2006-007,ARIANE 5 DEB [SYLDA]|ARIANE 5 R/B,SPAINSAT|EUTELSAT 9A,SPN,2006-03-11
2006-008,PEGASUS R/B|PEGASUS DEB,ST5-A|ST5-B|ST5-C,US,2006-03-22
2006-009,SL-4 R/B,SOYUZ-TMA 8,CIS,2006-03-30
2006-010,BLOCK DM-SL R/B,JCSAT-5A,JPN,2006-04-12
2006-011,MINOTAUR R/B,FORMOSAT-3 FM6|FORMOSAT-3 FM1|FORMOSAT-3 FM5|FORMOSAT-3 FM3|FORMOSAT-3 FM4|FORMOSAT-3 FM2,ROC,2006-04-15
2006-012,ATLAS 5 CENTAUR R/B,ASTRA 1KR,SES,2006-04-20
2006-013,SL-4 R/B,PROGRESS-M 56,CIS,2006-04-24
2006-014,SL-18 R/B,EROS B,ISRA,2006-04-25
2006-015,CZ-4B R/B|CZ-4B DEB|YAOGAN 1 DEB,RSS-1 (YAOGAN 1),PRC,2006-04-26
2006-016,DELTA 2 R/B|DELTA 2 DEB [DPAF]|DELTA 2 DEB,CLOUDSAT|CALIPSO,US,2006-04-28
2006-017,SL-4 R/B|SL-4 DEB|COSMOS 2420 DEB,COSMOS 2420,CIS,2006-05-03
2006-018,DELTA 4 R/B,GOES 13,US,2006-05-24
2006-019,KOMPAS-2 DEB|SL-21 R/B|KOMPAS-2 DEB,KOMPAS-2,CIS,2006-05-26
2006-020,ARIANE 5 DEB [SYLDA]|ARIANE 5 R/B,EUTELSAT 113 WEST A|THAICOM 5,EUTE,2006-05-27
2006-021,SL-4 R/B,RESURS-DK 1,CIS,2006-06-15
2006-022,SL-12 PLAT|SL-12 R/B(1)|SL-12 R/B(2)|SL-12 DEB,KAZSAT-1,KAZ,2006-06-17
2006-023,BLOCK DM-SL R/B,GALAXY 16 (G-16),US,2006-06-18
2006-024,DELTA 2 R/B(1)|DELTA 2 R/B(2),USA 187|USA 188|USA 189,US,2006-06-21
2006-025,SL-4 R/B,PROGRESS-M 57,CIS,2006-06-24
2006-026,COSMOS 2421 DEB|SL-11 R/B|COSMOS 2421 DEB,COSMOS 2421,CIS,2006-06-25
2006-027,DELTA 4 R/B,USA 184,US,2006-06-28
2006-028,N/A,STS 121,US,2006-07-04
2006-029,SL-24 R/B|SL-24 DEB,GENESIS 1,US,2006-07-12
2006-030,SL-6 R/B(2)|SL-6 R/B(1)|SL-6 PLAT|SL-6 DEB,COSMOS 2422,CIS,2006-07-21
2006-031,SL-19 R/B,ARIRANG-2 (KOMPSAT-2),SKOR,2006-07-28
2006-032,BREEZE-M R/B|BREEZE-M DEB [TANK],EUTELSAT HOT BIRD 13B,EUTE,2006-08-04
2006-033,ARIANE 5 DEB [SYLDA]|ARIANE 5 R/B,JCSAT-3A|SYRACUSE 3B,JPN,2006-08-11
2006-034,BLOCK DM-SL R/B,KOREASAT 5 (MUGUNGWHA 5,SKOR,2006-08-22
2006-035,CZ-2D R/B|CZ-2D DEB,SJ-8,PRC,2006-09-09
2006-036,N/A,STS 115,US,2006-09-09
2006-037,H-2A R/B|H-2A DEB,IGS 3A,JPN,2006-09-11
2006-038,CZ-3A R/B,ZHONGXING-22A,PRC,2006-09-12
2006-039,COSMOS 2423 DEB|SL-4 R/B|SL-4 DEB|COSMOS 2423 DEB,COSMOS 2423,CIS,2006-09-14
2006-040,SL-4 R/B,SOYUZ-TMA 9,CIS,2006-09-18
2006-041,M-5 R/B|M-5 DEB,HINODE (SOLAR-B)|HIT-SAT (HO-59),JPN,2006-09-22
2006-042,DELTA 2 R/B(2) [PAM-D]|DELTA 2 R/B(1)|DELTA 2 DEB,NAVSTAR 58 (USA 190),US,2006-09-25
2006-043,ARIANE 5 DEB [SYLDA]|ARIANE 5 R/B,DIRECTV 9S|OPTUS D1|LDREX-2,US,2006-10-13
2006-044,FREGAT R/B,METOP-A,EUME,2006-10-19
2006-045,SL-4 R/B,PROGRESS-M 58,CIS,2006-10-23
2006-046,CZ-4B R/B|CZ-4B DEB|CZ-4 DEB,SJ-6C|SJ-6D,PRC,2006-10-23
2006-047,DELTA 2 R/B|DELTA 2 DEB,STEREO A|STEREO B,US,2006-10-26
2006-048,CZ-3B R/B,SINOSAT 2 (XINNUO 2),PRC,2006-10-28
2006-049,BLOCK DM-SL R/B,XM-4 (BLUES),US,2006-10-30
